sampleid,field_rank,tumor_area,ptype_count
38,0.435483871,0.13285949,157.663497
38,0.403225806,0.135986721,169.2881027
38,0.064516129,0.137734926,1072.422311
38,0.661290323,0.140715417,58.37520782
38,0.088709677,0.144093065,907.2468084
38,0.193548387,0.145557859,391.1138924
38,0.35483871,0.148096029,204.3132274
38,0.056451613,0.149353166,1213.818861
38,0.346774194,0.151893412,209.4306627
38,0.120967742,0.15201872,759.9595307
38,0.741935484,0.153107373,40.87572146
38,0.774193548,0.156352584,29.21485657
38,0.072580645,0.156640263,987.777279
38,0.080645161,0.157294152,936.0323623
38,0.25,0.157676337,313.2657607
38,0.725806452,0.158009477,51.77591384
38,0.427419355,0.160027401,163.0424656
38,0.572580645,0.161715812,93.28358209
38,0.64516129,0.162156218,70.13803165
38,0.89516129,0.16546764,5.839388779
38,0.887096774,0.165512716,5.842971315
38,0.814516129,0.166662952,23.29916123
38,0.209677419,0.169014676,365.817969
38,0.806451613,0.170082949,23.32832163
38,0.524193548,0.170134458,105.108998
38,0.85483871,0.170793755,11.67504156
38,0.201612903,0.1709316,386.11936
38,0.758064516,0.1711458,35.05782789
38,0.419354839,0.17136,163.3986928
38,0.596774194,0.1715742,87.42573184
38,0.693548387,0.1715742,52.4554391
38,0.766129032,0.17168,34.94874185
38,0.290322581,0.1717344,238.7407532
39,0.166666667,0.016111487,210.4140949
39,0.5,0.093186632,29.07842334
39,0.083333333,0.096923052,267.7757521
39,0.583333333,0.112115813,11.42327103
39,0.25,0.147949116,110.7742537
39,0.333333333,0.159572073,46.40974233
39,0.416666667,0.170186048,29.16040204
40,0.022326675,0.002412525,533.8786633
40,0.257344301,0.004437989,226.318129
40,0.058754407,0.0103764,424.5449808
40,0.097532315,0.010952607,360.1234178
40,0.984723854,0.013165379,5.837520782
40,0.293772033,0.013519268,203.8676608
40,0.034077556,0.013797842,470.0453449
40,0.243243243,0.014532406,227.6633105
40,0.126909518,0.015216596,315.2261222
40,0.076380729,0.015761851,397.448846
40,0.01880141,0.020851909,555.0822749
40,0.324324324,0.02235268,192.3973881
40,0.761457109,0.023431932,69.6146135
40,0.357226792,0.026668515,180.5113012
40,0.524089307,0.027048451,128.1453868
40,0.437132785,0.028998696,151.6340906
40,0.76733255,0.03588448,64.2127286
40,0.492361927,0.03815681,139.5764321
40,0.153936545,0.038466698,296.5999181
40,0.600470035,0.039659782,104.8462255
40,0.431257344,0.041091517,151.7755403
40,0.064629847,0.043656659,418.20784
40,0.873090482,0.04386999,40.65909556
40,0.880141011,0.043989395,35.03633268
40,0.882491187,0.044033362,35.02512469
40,0.964747356,0.044529037,11.67504156
40,0.902467685,0.046476329,29.1511194
40,0.587544066,0.046879343,110.7742537
40,0.193889542,0.047204751,261.3799
40,0.054054054,0.048154147,426.1390171
40,0.782608696,0.048160643,63.97253136
40,0.891891892,0.048178962,34.89410801
40,0.480611046,0.049582108,145.0304448
40,0.086956522,0.04970969,371.6246034
40,0.634547591,0.049794432,93.31328653
40,0.915393655,0.049812711,23.37934388
40,0.146886016,0.050478616,302.0389956
40,0.19506463,0.051388538,261.3799
40,0.574618096,0.051711808,111.0518834
40,0.854289072,0.051758501,40.91385179
40,0.952996475,0.052122234,17.45255523
40,0.937720329,0.052259971,23.2917808
40,0.890716804,0.05247603,34.89410801
40,0.918918919,0.052565016,23.37188526
40,0.734430082,0.053023164,75.41583129
40,0.068155112,0.053319991,413.9458955
40,0.867215041,0.054914678,40.72262887
40,0.9306698,0.055507936,23.32089552
40,0.895417156,0.056198712,34.86158788
40,0.488836663,0.058068284,139.7506848
40,0.881316099,0.058450353,35.02512469
40,0.092831962,0.058493544,365.4767209
40,0.878965922,0.058577305,35.06901582
40,0.783783784,0.059171106,63.95252165
40,0.254994125,0.059377899,226.5292467
40,0.824911868,0.059696469,52.4554391
40,0.965922444,0.060379226,11.6713352
40,0.945945946,0.060633482,17.53450791
40,0.938895417,0.060723374,23.25546242
40,0.48413631,0.062595062,140.1004988
40,0.856639248,0.06392,40.9007992
40,0.647473561,0.063923942,93.19664492
40,0.620446533,0.06408,99.08249609
40,0.942420682,0.064377183,23.20487117
40,0.908343126,0.064601535,29.04221111
40,0.500587544,0.065492024,139.09947
40,0.712103408,0.0665826,75.98286762
40,0.665099882,0.066948494,87.67253956
40,0.84253819,0.067090376,46.64179104
40,0.276145711,0.06740138,220.4462761
40,0.928319624,0.069407378,23.32089552
40,0.944770858,0.06992694,23.18324501
40,0.152761457,0.071505363,296.9702052
40,0.514688602,0.071619348,133.4280092
40,0.273795535,0.071682505,220.9960174
40,0.860164512,0.071884845,40.86264547
40,0.795534665,0.072361139,58.30223881
40,0.888366627,0.072815654,34.93767119
40,0.612220917,0.073350376,99.23785329
40,0.777908343,0.07365361,63.9927025
40,0.69212691,0.074086641,81.54706431
40,0.032902468,0.075660492,471.0704582
40,0.91186839,0.075883896,29.00608896
40,0.676850764,0.075896941,87.42573184
40,0.863689777,0.076147437,40.81156716
40,0.887191539,0.077016732,34.98134328
40,0.495887192,0.0780151,139.4026133
40,0.453584019,0.078577966,146.0742829
40,0.479435958,0.07900885,145.0757237
40,0.960047004,0.079499689,17.38743375
40,0.397179788,0.079744574,163.0424656
40,0.983548766,0.080782322,5.837520782
40,0.929494712,0.080982459,23.32089552
40,0.685076381,0.081061225,81.8015984
40,0.94359577,0.081623167,23.18324501
40,0.541715629,0.081875307,122.6271644
40,0.001175088,0.082632222,784.3857272
40,0.907168038,0.0843203,29.07842334
40,0.98119859,0.085664269,5.842971315
40,0.903642773,0.088750708,29.1511194
40,0.661574618,0.088800833,87.75440001
40,0.648648649,0.090135893,93.16712319
40,0.1386604,0.090282868,309.3886014
40,0.642773208,0.090796971,93.28358209
40,0.948296122,0.091514424,17.51256234
40,0.894242068,0.092081893,34.88319363
40,0.052878966,0.092236567,426.2753809
40,0.520564042,0.093179753,128.2649254
40,0.747356052,0.09400245,69.96268657
40,0.435957697,0.094204393,151.6340906
40,0.177438308,0.09467998,279.413511
40,0.916568743,0.095151483,23.37934388
40,0.51586369,0.09565222,128.4665531
40,0.933019976,0.09580092,23.31352849
40,0.451233843,0.0961996,146.0742829
40,0.851938895,0.096205928,40.91385179
40,0.356051704,0.097226644,180.5684995
40,0.955346651,0.097346718,17.43630518
40,0.972972973,0.098521415,11.6458904
40,0.253819036,0.101396194,226.5292467
40,0.529964747,0.102188013,127.8258222
40,0.935370153,0.102808973,23.29916123
40,0.833137485,0.102987408,52.27598
40,0.656874266,0.10305456,93.0509547
40,0.014101058,0.104296882,569.9370976
40,0.876615746,0.104643963,35.06901582
40,0.011750881,0.105253483,577.9145574
40,0.652173913,0.106043217,93.08029455
40,0.003525264,0.10642819,682.3534077
40,0.30199765,0.106970837,198.724423
40,0.796709753,0.108471566,58.30223881
40,0.562867215,0.108746162,116.6044776
40,0.670975323,0.108797638,87.56281172
40,0.94947121,0.109030142,17.49067164
40,0.168037603,0.109351579,280.6423436
40,0.816686251,0.110301703,52.53768703
40,0.809635723,0.112226914,52.60352373
40,0.323149236,0.112540461,192.3973881
40,0.936545241,0.114665852,23.29916123
40,0.129259694,0.116145339,314.8320896
40,0.494712103,0.116468725,139.4026133
40,0.696827262,0.116810719,81.41958536
40,0.733254994,0.117198328,75.41583129
40,0.197414806,0.118900591,256.8509144
40,0.459459459,0.119582328,145.9380195
40,0.844888367,0.121812869,46.55493482
40,0.992949471,0.122946648,5.801217792
40,0.969447709,0.125045159,11.66044776
40,0.278495887,0.125313801,215.7869751
40,0.72972973,0.126587448,75.50974889
40,0.148061105,0.12765533,301.7575053
40,0.485311398,0.129052783,140.1004988
40,0.493537015,0.129114631,139.4026133
40,0.990599295,0.130141415,5.808442222
40,0.008225617,0.130217265,600.5130597
40,0.062279671,0.130487086,418.7292962
40,0.327849589,0.130626081,192.1571916
40,0.787309048,0.131089735,58.44835971
40,0.229142186,0.131493959,237.9241869
40,0.35840188,0.131816948,180.3430707
40,0.019976498,0.133523099,552.4900435
40,0.793184489,0.135918745,58.32080408
40,0.690951821,0.135923195,81.54706431
40,0.78613396,0.136184999,63.83331844
40,0.242068155,0.137763598,227.6633105
40,0.708578143,0.139853233,81.21704908
40,0.249118684,0.140849451,227.166822
40,0.64159812,0.141821314,93.28358209
40,0.434782609,0.142299876,151.6340906
40,0.92479436,0.143198343,23.3426704
40,0.121034078,0.14359635,326.9011638
40,0.870740306,0.143737513,40.65909556
40,0.827262045,0.144427699,52.40650679
40,0.55346651,0.144459066,122.2434111
40,0.776733255,0.145059436,64.13246269
40,0.989424207,0.145324612,5.810264646
40,0.099882491,0.147141608,355.9757236
40,0.689776733,0.147366436,81.62313433
40,0.722679201,0.147708738,75.79291045
40,0.538190364,0.14774524,122.7415554
40,0.150411281,0.147750716,297.7135599
40,0.007050529,0.149001591,604.0779911
40,0.627497062,0.14936467,93.63471226
40,0.631022327,0.149598837,93.40033251
40,0.477085781,0.150683961,145.2110556
40,0.768507638,0.151174078,64.2127286
40,0.626321974,0.151512305,98.74351778
40,0.317273796,0.151590196,197.3029843
40,0.923619271,0.152370639,23.3426704
40,0.137485311,0.152463175,309.3886014
40,0.10693302,0.154683687,349.3767119
40,0.668625147,0.1550375,87.59083169
40,0.565217391,0.155670341,116.6044776
40,0.012925969,0.155920704,571.54388
40,0.05052879,0.155946486,429.8247244
40,0.549941246,0.156802947,122.4736886
40,0.839012926,0.156909557,46.77372393
40,0.180963572,0.157189205,274.0205224
40,0.172737955,0.157233304,279.8507463
40,0.613396005,0.157408164,99.20634921
40,0.575793184,0.158592694,111.0518834
40,0.085781434,0.158840853,371.7403022
40,0.75440658,0.159038926,69.78821603
40,0.159811986,0.159131535,291.511194
40,0.582843713,0.159278255,110.8095278
40,0.991774383,0.159856353,5.801217792
40,0.828437133,0.161448976,52.34116202
40,0.128084606,0.161571675,314.8320896
40,0.004700353,0.161907619,640.7269338
40,0.850763807,0.161983901,46.40974233
40,0.52173913,0.162149393,128.1453868
40,0.719153937,0.162980558,75.8170453
40,0.313748531,0.163046324,197.4870356
40,0.663924794,0.163246886,87.67253956
40,0.763807286,0.164095392,64.35322667
40,0.311398355,0.16610177,197.7956259
40,0.010575793,0.166260344,582.2945199
40,0.124559342,0.166360442,321.569352
40,0.643948296,0.166580432,93.28358209
40,0.407755582,0.166721781,157.466171
40,0.921269095,0.16699669,23.35008313
40,0.967097532,0.167071984,11.66416082
40,0.655699177,0.167263966,93.08029455
40,0.547591069,0.167281618,122.5879364
40,0.351351351,0.167315144,180.7944926
40,0.386603995,0.167411786,163.5028858
40,0.501762632,0.167457164,134.5567467
40,0.841363102,0.1676268,46.6853408
40,0.957696827,0.167802461,17.41990328
40,0.625146886,0.167944659,98.74351778
40,0.049353702,0.168528367,429.8247244
40,0.334900118,0.169126849,186.6265731
40,0.294947121,0.16913355,203.803082
40,0.646298472,0.169381359,93.25411396
40,0.699177438,0.169401155,81.34370504
40,0.467685076,0.169642927,145.6197577
40,0.263219741,0.169797793,221.6190555
40,0.775558167,0.169894753,64.13246269
40,0.869565217,0.16996705,40.65909556
40,0.901292597,0.170166694,29.1511194
40,0.352526439,0.170216719,180.7369403
40,0.977673325,0.170282182,11.6060579
40,0.545240893,0.170457232,122.5879364
40,0.03760282,0.170567057,461.5947338
40,0.024676851,0.1707174,521.3294017
40,0.149236193,0.1707174,298.7393201
40,0.183313749,0.1707174,269.4511514
40,0.914218566,0.1707174,23.43053491
40,0.788484136,0.170748056,58.39388779
40,0.404230317,0.170788592,157.6130611
40,0.042303173,0.1708768,444.7648832
40,0.051703878,0.1708768,427.2083747
40,0.23266745,0.1708768,234.0867807
40,0.364277321,0.1708768,175.5650855
40,0.374853114,0.1708768,169.712916
40,0.535840188,0.1708768,122.8955598
40,0.59106933,0.1708768,105.3390513
40,0.709753231,0.1708768,76.07820371
40,0.806110458,0.1708768,52.66952565
40,0.807285546,0.1708768,52.66952565
40,0.115158637,0.170915813,338.1529851
40,0.028202115,0.1709316,503.1252267
40,0.081081081,0.1709316,380.2690667
40,0.425381904,0.1709316,152.1076267
40,0.537015276,0.1709316,122.85616
40,0.662749706,0.1709316,87.75440001
40,0.774383079,0.1709609,64.13246269
40,0.179788484,0.1710362,274.7956281
40,0.184488837,0.1710362,268.9489126
40,0.376028202,0.1710362,169.5547492
40,0.37720329,0.1710362,169.5547492
40,0.017626322,0.1710912,555.2594172
40,0.185663925,0.1710912,268.8624546
40,0.239717979,0.1710912,227.9486029
40,0.277320799,0.1710912,216.2589309
40,0.32079906,0.1710912,192.879587
40,0.426556992,0.1710912,151.9657352
40,0.42773208,0.1710912,151.9657352
40,0.448883666,0.1710912,146.1208993
40,0.450058754,0.1710912,146.1208993
40,0.481786134,0.1710912,140.2760633
40,0.50293772,0.1710912,134.4312273
40,0.539365452,0.1710912,122.7415554
40,0.592244418,0.1710912,105.2070475
40,0.60987074,0.1710912,99.3622115
40,0.611045828,0.1710912,99.3622115
40,0.62867215,0.1710912,93.51737553
40,0.71092832,0.1710912,75.98286762
40,0.736780259,0.1710912,70.13803165
40,0.808460635,0.1710912,52.60352373
40,0.853113984,0.1710912,40.91385179
40,0.877790834,0.1710912,35.06901582
40,0.083431257,0.171110728,378.61137
40,0.202115159,0.171135477,251.2477665
40,0.030552291,0.1711458,479.1236478
40,0.048178613,0.1711458,432.3798773
40,0.160987074,0.1711458,286.3055944
40,0.203290247,0.1711458,251.2477665
40,0.211515864,0.1711458,245.4047952
40,0.428907168,0.1711458,151.9172542
40,0.452408931,0.1711458,146.0742829
40,0.540540541,0.1711458,122.7023976
40,0.576968273,0.1711458,111.016455
40,0.593419506,0.1711458,105.1734837
40,0.666274971,0.1711458,87.64456972
40,0.667450059,0.1711458,87.64456972
40,0.683901293,0.1711458,81.8015984
40,0.713278496,0.1711458,75.95862709
40,0.737955347,0.1711458,70.11565577
40,0.764982374,0.1711458,64.27268446
40,0.810810811,0.1711458,52.58674183
40,0.811985899,0.1711458,52.58674183
40,0.813160987,0.1711458,52.58674183
40,0.85546416,0.1711458,40.9007992
40,0.917743831,0.1711458,23.37188526
40,0.619271445,0.171192364,99.11380597
40,0.686251469,0.1711956,81.7778027
40,0.035252644,0.1712508,467.1511024
40,0.169212691,0.1712508,280.2906614
40,0.28907168,0.1712508,204.3786073
40,0.401880141,0.1712508,157.663497
40,0.454759107,0.1712508,145.9847195
40,0.482961222,0.1712508,140.1453307
40,0.578143361,0.1712508,110.9483868
40,0.629847239,0.1712508,93.43022047
40,0.687426557,0.1712508,81.75144291
40,0.714453584,0.1712508,75.91205413
40,0.766157462,0.1712508,64.23327657
40,0.920094007,0.1712508,23.35755512
40,0.947121034,0.1712508,17.51816634
40,0.03172738,0.1713056,478.6767041
40,0.094007051,0.1713056,361.9262885
40,0.105757932,0.1713056,350.2512469
40,0.142185664,0.1713056,303.5510806
40,0.156286722,0.1713056,291.8760391
