sampleid,field_rank,ptype_count
40,0.898942421,7
12,0.899082569,1
66,0.899246704,18
33,0.899249732,1
44,0.899324324,1
56,0.899641577,12
3,0.899897855,5
4,0.9,8
11,0.9,11
19,0.9,41
20,0.9,108
25,0.9,2
44,0.9,1
45,0.9,409
68,0.9,1
79,0.9,2
40,0.900117509,7
64,0.900188324,13
66,0.900188324,19
33,0.900321543,1
10,0.900497512,1
58,0.90052356,1
67,0.900584795,3
44,0.900675676,1
3,0.900919305,5
69,0.901041667,8
66,0.901129944,19
40,0.901292597,7
9,0.901315789,18
44,0.901351351,1
33,0.901393355,1
18,0.901734104,53
3,0.901940756,5
44,0.902027027,1
64,0.902071563,12
66,0.902071563,19
45,0.902222222,403
68,0.902380952,1
33,0.902465166,1
40,0.902467685,7
2,0.902654867,18
44,0.902702703,1
63,0.902953586,12
3,0.902962206,2
66,0.903013183,19
38,0.903225806,1
53,0.903225806,1
56,0.903225806,12
44,0.903378378,1
4,0.903448276,8
23,0.903448276,11
67,0.903508772,3
33,0.903536977,1
40,0.903642773,7
12,0.903669725,1
20,0.903703704,135
5,0.903846154,1
64,0.903954802,12
66,0.903954802,17
3,0.903983657,4
44,0.904054054,1
79,0.904347826,2
45,0.904444444,403
19,0.904545455,36
33,0.904608789,1
44,0.90472973,1
68,0.904761905,1
40,0.904817861,7
66,0.904896422,18
3,0.905005107,4
44,0.905405405,1
10,0.905472637,1
33,0.9056806,1
58,0.905759162,1
64,0.905838041,12
66,0.905838041,18
40,0.905992949,7
3,0.906026558,4
44,0.906081081,1
35,0.90625,5
69,0.90625,6
67,0.906432749,3
45,0.906666667,397
33,0.906752412,1
44,0.906756757,1
66,0.906779661,18
56,0.906810036,11
4,0.906896552,8
3,0.907048008,4
2,0.907079646,18
68,0.907142857,1
40,0.907168038,7
63,0.907172996,29
20,0.907407407,88
44,0.907432432,1
18,0.907514451,50
64,0.907721281,12
66,0.907721281,18
33,0.907824223,1
9,0.907894737,14
3,0.908069459,4
44,0.908108108,1
12,0.908256881,1
40,0.908343126,7
66,0.9086629,18
79,0.908695652,1
45,0.908888889,386
33,0.908896034,1
3,0.909090909,4
19,0.909090909,38
49,0.909090909,1
67,0.909356725,3
40,0.909518214,7
68,0.90952381,1
64,0.90960452,12
66,0.90960452,18
33,0.909967846,1
3,0.91011236,4
4,0.910344828,8
23,0.910344828,10
56,0.910394265,10
10,0.910447761,1
30,0.910447761,1
66,0.910546139,15
40,0.910693302,7
58,0.910994764,1
33,0.911039657,1
20,0.911111111,52
45,0.911111111,373
3,0.91113381,4
38,0.911290323,1
63,0.911392405,37
69,0.911458333,7
64,0.911487759,11
66,0.911487759,17
2,0.911504425,18
40,0.91186839,4
68,0.911904762,1
33,0.912111468,1
3,0.91215526,4
67,0.912280702,3
76,0.912280702,5
66,0.912429379,17
25,0.9125,2
12,0.912844037,1
15,0.913043478,1
40,0.913043478,3
79,0.913043478,1
3,0.913176711,4
33,0.91318328,1
18,0.913294798,49
45,0.913333333,372
64,0.913370998,8
66,0.913370998,17
19,0.913636364,38
4,0.913793103,8
56,0.913978495,10
3,0.914198161,4
40,0.914218566,5
33,0.914255091,1
68,0.914285714,1
66,0.914312618,17
9,0.914473684,17
20,0.914814815,177
67,0.915204678,3
3,0.915219612,4
64,0.915254237,11
66,0.915254237,16
33,0.915326902,1
40,0.915393655,6
45,0.915555556,371
63,0.915611814,37
2,0.915929204,17
66,0.916195857,16
58,0.916230366,1
3,0.916241062,4
33,0.916398714,1
40,0.916568743,6
16,0.916666667,1
26,0.916666667,17
35,0.916666667,2
68,0.916666667,1
69,0.916666667,7
77,0.916666667,3
64,0.917137476,11
66,0.917137476,16
4,0.917241379,8
23,0.917241379,9
3,0.917262513,4
79,0.917391304,1
12,0.917431193,1
33,0.917470525,1
56,0.917562724,10
40,0.917743831,6
45,0.917777778,356
66,0.918079096,16
67,0.918128655,3
19,0.918181818,38
3,0.918283963,4
20,0.918518519,175
33,0.918542337,1
40,0.918918919,6
64,0.919020716,11
66,0.919020716,16
68,0.919047619,1
18,0.919075145,49
3,0.919305414,4
38,0.919354839,1
33,0.919614148,1
63,0.919831224,36
66,0.919962335,16
45,0.92,353
40,0.920094007,6
3,0.920326864,4
2,0.920353982,15
33,0.920685959,1
4,0.920689655,7
64,0.920903955,11
66,0.920903955,16
9,0.921052632,10
67,0.921052632,2
56,0.921146953,10
40,0.921269095,4
3,0.921348315,4
68,0.921428571,1
58,0.921465969,1
79,0.92173913,1
33,0.921757771,1
66,0.921845574,15
69,0.921875,3
20,0.922222222,130
45,0.922222222,341
3,0.922369765,4
40,0.922444183,6
19,0.922727273,37
64,0.922787194,11
66,0.922787194,15
33,0.922829582,1
75,0.923076923,1
3,0.923391216,4
40,0.923619271,6
66,0.923728814,15
68,0.923809524,1
33,0.923901393,1
67,0.923976608,3
63,0.924050633,35
4,0.924137931,7
23,0.924137931,7
3,0.924412666,4
45,0.924444444,325
64,0.924670433,8
66,0.924670433,15
56,0.924731183,9
2,0.924778761,15
40,0.92479436,2
18,0.924855491,48
33,0.924973205,1
25,0.925,2
30,0.925373134,1
3,0.925434116,4
66,0.925612053,15
20,0.925925926,51
40,0.925969448,3
33,0.926045016,1
79,0.926086957,1
68,0.926190476,1
3,0.926455567,3
64,0.926553672,8
66,0.926553672,15
45,0.926666667,323
58,0.926701571,1
67,0.926900585,3
35,0.927083333,2
69,0.927083333,5
33,0.927116827,1
40,0.927144536,3
19,0.927272727,36
3,0.927477017,1
66,0.927495292,15
4,0.927586207,7
9,0.927631579,9
33,0.928188639,1
63,0.928270042,11
56,0.928315412,9
40,0.928319624,5
64,0.928436911,9
66,0.928436911,14
3,0.928498468,3
55,0.928571429,49
68,0.928571429,1
45,0.928888889,320
2,0.92920354,15
33,0.92926045,1
66,0.929378531,14
40,0.929494712,5
3,0.929519918,3
20,0.92962963,76
67,0.929824561,3
76,0.929824561,6
64,0.930320151,10
66,0.930320151,14
33,0.930332262,1
79,0.930434783,1
3,0.930541369,3
18,0.930635838,48
40,0.9306698,5
68,0.930952381,1
4,0.931034483,7
23,0.931034483,9
45,0.931111111,317
66,0.93126177,14
33,0.931404073,1
3,0.931562819,3
19,0.931818182,34
40,0.931844888,5
56,0.931899642,8
58,0.931937173,1
64,0.93220339,10
66,0.93220339,14
69,0.932291667,5
33,0.932475884,1
63,0.932489451,17
3,0.93258427,3
67,0.932748538,3
40,0.933019976,5
66,0.933145009,14
20,0.933333333,155
45,0.933333333,314
33,0.933547696,1
3,0.93360572,3
2,0.933628319,14
64,0.934086629,10
66,0.934086629,14
40,0.934195065,5
9,0.934210526,6
4,0.934482759,7
33,0.934619507,1
3,0.934627171,3
79,0.934782609,1
66,0.935028249,13
40,0.935370153,5
56,0.935483871,8
45,0.935555556,307
3,0.935648621,3
67,0.935672515,2
33,0.935691318,1
64,0.935969868,10
66,0.935969868,13
19,0.936363636,32
18,0.936416185,47
40,0.936545241,5
3,0.936670072,3
63,0.936708861,31
33,0.93676313,1
66,0.936911488,13
20,0.937037037,67
58,0.937172775,1
22,0.9375,1
25,0.9375,2
35,0.9375,1
69,0.9375,5
3,0.937691522,3
40,0.937720329,5
45,0.937777778,307
33,0.937834941,1
64,0.937853107,10
66,0.937853107,13
4,0.937931034,7
23,0.937931034,8
2,0.938053097,13
67,0.938596491,1
3,0.938712972,3
66,0.938794727,13
40,0.938895417,4
33,0.938906752,1
56,0.9390681,7
79,0.939130435,1
49,0.939393939,1
3,0.939734423,3
64,0.939736347,10
66,0.939736347,13
33,0.939978564,1
45,0.94,303
40,0.940070505,3
66,0.940677966,13
20,0.940740741,154
3,0.940755873,3
9,0.940789474,5
19,0.940909091,26
63,0.94092827,30
33,0.941050375,1
40,0.941245593,4
4,0.94137931,7
67,0.941520468,1
64,0.941619586,5
66,0.941619586,12
3,0.941777324,3
33,0.942122186,1
18,0.942196532,45
45,0.942222222,306
58,0.942408377,1
40,0.942420682,4
2,0.942477876,9
66,0.942561205,5
56,0.94265233,7
69,0.942708333,4
3,0.942798774,1
33,0.943193998,1
79,0.943478261,1
64,0.943502825,9
66,0.943502825,11
40,0.94359577,4
3,0.943820225,2
33,0.944265809,1
20,0.944444444,40
45,0.944444444,304
59,0.944444444,4
66,0.944444444,11
67,0.944444444,2
40,0.944770858,4
4,0.944827586,6
23,0.944827586,8
3,0.944841675,2
63,0.945147679,30
33,0.945337621,1
64,0.945386064,9
66,0.945386064,11
19,0.945454545,30
3,0.945863126,2
40,0.945945946,4
56,0.946236559,7
66,0.946327684,11
33,0.946409432,1
45,0.946666667,300
3,0.946884576,2
2,0.946902655,9
40,0.947121034,4
64,0.947269303,9
66,0.947269303,11
9,0.947368421,4
67,0.947368421,2
76,0.947368421,4
33,0.947481243,1
58,0.947643979,1
3,0.947906027,2
69,0.947916667,4
18,0.947976879,41
20,0.948148148,55
66,0.948210923,10
4,0.948275862,6
40,0.948296122,4
33,0.948553055,1
45,0.948888889,294
3,0.948927477,2
64,0.949152542,8
66,0.949152542,10
63,0.949367089,27
40,0.94947121,4
33,0.949624866,1
56,0.949820789,6
3,0.949948927,2
19,0.95,29
25,0.95,1
66,0.950094162,10
67,0.950292398,2
40,0.950646298,4
33,0.950696677,1
3,0.950970378,2
64,0.951035782,8
66,0.951035782,10
45,0.951111111,289
2,0.951327434,5
4,0.951724138,6
23,0.951724138,4
33,0.951768489,1
40,0.951821387,4
20,0.951851852,101
66,0.951977401,10
3,0.951991828,2
33,0.9528403,1
58,0.952879581,1
64,0.952919021,8
66,0.952919021,10
40,0.952996475,4
3,0.953013279,2
69,0.953125,1
67,0.953216374,2
45,0.953333333,279
56,0.953405018,6
63,0.953586498,27
18,0.953757225,39
66,0.95386064,10
33,0.953912111,1
9,0.953947368,5
3,0.954034729,2
40,0.954171563,4
19,0.954545455,22
64,0.95480226,8
66,0.95480226,9
33,0.954983923,1
3,0.95505618,2
4,0.955172414,5
40,0.955346651,1
20,0.955555556,126
45,0.955555556,279
66,0.955743879,7
2,0.955752212,3
33,0.956055734,1
3,0.95607763,2
67,0.956140351,2
40,0.956521739,2
64,0.956685499,8
66,0.956685499,8
56,0.956989247,5
3,0.957099081,2
33,0.957127546,1
66,0.957627119,8
40,0.957696827,3
45,0.957777778,274
63,0.957805907,27
58,0.958115183,1
3,0.958120531,2
33,0.958199357,1
16,0.958333333,1
26,0.958333333,9
69,0.958333333,3
64,0.958568738,7
66,0.958568738,8
4,0.95862069,5
23,0.95862069,4
40,0.958871915,3
67,0.959064327,2
19,0.959090909,27
3,0.959141982,2
20,0.959259259,65
33,0.959271168,1
66,0.959510358,2
18,0.959537572,37
45,0.96,245
40,0.960047004,3
3,0.960163432,2
2,0.960176991,4
33,0.96034298,1
64,0.960451977,7
66,0.960451977,2
9,0.960526316,9
56,0.960573477,5
3,0.961184883,2
40,0.961222092,3
66,0.961393597,6
33,0.961414791,1
67,0.961988304,2
63,0.962025316,20
4,0.962068966,5
3,0.962206333,1
45,0.962222222,244
64,0.962335217,7
66,0.962335217,7
40,0.96239718,3
33,0.962486602,1
20,0.962962963,68
3,0.963227783,1
66,0.963276836,7
69,0.963541667,3
40,0.963572268,3
19,0.963636364,8
56,0.964157706,4
64,0.964218456,7
66,0.964218456,7
3,0.964249234,1
45,0.964444444,243
2,0.96460177,6
40,0.964747356,3
67,0.964912281,2
76,0.964912281,3
66,0.965160075,7
3,0.965270684,1
18,0.965317919,36
4,0.965517241,5
23,0.965517241,6
40,0.965922444,2
64,0.966101695,3
66,0.966101695,7
63,0.966244726,26
3,0.966292135,1
20,0.966666667,65
45,0.966666667,244
66,0.967043315,6
40,0.967097532,1
9,0.967105263,6
3,0.967313585,1
56,0.967741935,4
67,0.967836257,1
64,0.967984934,6
66,0.967984934,6
19,0.968181818,22
40,0.96827262,2
3,0.968335036,1
69,0.96875,2
45,0.968888889,237
66,0.968926554,6
4,0.968965517,5
2,0.969026549,6
3,0.969356486,1
40,0.969447709,2
49,0.96969697,1
64,0.969868173,5
66,0.969868173,6
20,0.97037037,94
3,0.970377937,1
63,0.970464135,24
40,0.970622797,2
67,0.970760234,1
66,0.970809793,6
18,0.971098266,36
45,0.971111111,234
56,0.971326165,4
3,0.971399387,1
64,0.971751412,5
66,0.971751412,6
40,0.971797885,2
4,0.972413793,5
23,0.972413793,6
3,0.972420838,1
66,0.972693032,3
19,0.972727273,18
40,0.972972973,2
45,0.973333333,219
3,0.973442288,1
2,0.973451327,5
64,0.973634652,5
66,0.973634652,5
9,0.973684211,6
67,0.973684211,1
69,0.973958333,2
20,0.974074074,47
40,0.974148061,1
3,0.974463739,1
66,0.974576271,5
63,0.974683544,22
56,0.974910394,4
40,0.975323149,2
3,0.975485189,1
64,0.975517891,4
66,0.975517891,4
45,0.975555556,213
4,0.975862069,4
66,0.97645951,4
40,0.976498237,2
3,0.976506639,1
67,0.976608187,1
18,0.976878613,35
19,0.977272727,20
64,0.97740113,4
66,0.97740113,4
3,0.97752809,1
40,0.977673325,2
20,0.977777778,53
45,0.977777778,209
2,0.977876106,2
66,0.97834275,4
56,0.978494624,4
3,0.97854954,1
40,0.978848414,2
63,0.978902954,22
69,0.979166667,2
64,0.979284369,4
66,0.979284369,4
4,0.979310345,4
23,0.979310345,6
67,0.979532164,1
45,0.98,200
40,0.980023502,2
66,0.980225989,4
9,0.980263158,6
64,0.981167608,4
66,0.981167608,4
40,0.98119859,2
20,0.981481481,98
19,0.981818182,19
56,0.982078853,4
66,0.982109228,4
45,0.982222222,198
2,0.982300885,2
40,0.982373678,2
67,0.98245614,1
76,0.98245614,4
18,0.98265896,35
4,0.982758621,4
64,0.983050847,3
66,0.983050847,3
63,0.983122363,21
40,0.983548766,2
66,0.983992467,2
69,0.984375,1
45,0.984444444,190
40,0.984723854,1
64,0.984934087,3
66,0.984934087,2
20,0.985185185,28
67,0.985380117,1
56,0.985663082,4
66,0.985875706,2
40,0.985898942,1
4,0.986206897,4
23,0.986206897,3
19,0.986363636,19
45,0.986666667,182
2,0.986725664,2
64,0.986817326,3
66,0.986817326,2
9,0.986842105,5
40,0.987074031,1
63,0.987341772,11
66,0.987758945,2
40,0.988249119,1
67,0.988304094,1
18,0.988439306,31
64,0.988700565,1
66,0.988700565,2
20,0.988888889,32
45,0.988888889,162
56,0.989247312,3
40,0.989424207,1
69,0.989583333,1
66,0.989642185,1
4,0.989655172,3
64,0.990583804,2
66,0.990583804,1
40,0.990599295,1
19,0.990909091,15
45,0.991111111,159
2,0.991150442,1
66,0.991525424,1
63,0.991561181,17
40,0.991774383,1
64,0.992467043,2
66,0.992467043,1
20,0.992592593,59
56,0.992831541,3
40,0.992949471,1
4,0.993103448,1
23,0.993103448,3
45,0.993333333,137
66,0.993408663,1
9,0.993421053,2
18,0.994219653,22
64,0.994350282,2
66,0.994350282,1
19,0.995454545,6
45,0.995555556,130
2,0.995575221,1
63,0.995780591,19
64,0.996233522,1
20,0.996296296,19
56,0.996415771,3
4,0.996551724,1
45,0.997777778,77
64,0.998116761,1
4,1,1
18,1,22
19,1,3
20,1,34
23,1,2
26,1,8
41,1,3
45,1,56
55,1,18
56,1,2
59,1,5
61,1,24
63,1,8
64,1,1
72,1,2
76,1,1
77,1,2
34,0.015384615,617
65,0.015384615,55
37,0.015503876,30
44,0.015540541,268
8,0.015544041,40
45,0.015555556,1471
69,0.015625,125
78,0.015667575,154
58,0.015706806,201
14,0.015779093,83
28,0.015974441,54
31,0.016,155
66,0.016007533,253
33,0.01607717,278
38,0.016129032,506
44,0.016216216,259
51,0.016224189,76
6,0.016267943,86
3,0.016343207,103
78,0.016348774,149
14,0.016436555,78
40,0.016451234,100
13,0.016566265,261
68,0.016666667,7
54,0.016746411,38
62,0.016877637,31
63,0.016877637,410
44,0.016891892,254
64,0.016949153,110
66,0.016949153,246
78,0.017029973,139
14,0.017094017,77
33,0.017148982,259
6,0.01722488,86
4,0.017241379,473
21,0.017241379,459
18,0.01734104,489
3,0.017364658,103
79,0.017391304,246
36,0.01754386,290
67,0.01754386,306
76,0.01754386,460
44,0.017567568,253
40,0.017626322,99
2,0.017699115,365
29,0.017699115,113
51,0.017699115,68
78,0.017711172,81
14,0.017751479,76
45,0.017777778,1462
