sampleid,field_rank,ptype_count
40,827,2
44,827,23
66,827,38
78,827,2
3,828,7
14,828,4
33,828,2
40,828,2
44,828,23
66,828,38
78,828,2
3,829,7
14,829,4
33,829,2
40,829,1
44,829,17
66,829,27
78,829,2
3,830,7
14,830,4
33,830,2
40,830,2
44,830,23
66,830,38
78,830,2
3,831,6
14,831,4
33,831,2
40,831,2
44,831,23
66,831,38
78,831,2
3,832,5
14,832,4
33,832,2
40,832,2
44,832,17
66,832,38
78,832,2
3,833,3
14,833,4
33,833,2
40,833,2
44,833,22
66,833,38
78,833,2
3,834,6
14,834,4
33,834,2
40,834,2
44,834,22
66,834,35
78,834,2
3,835,6
14,835,4
33,835,2
40,835,2
44,835,22
66,835,37
78,835,2
3,836,6
14,836,4
33,836,2
40,836,2
44,836,22
66,836,37
78,836,2
3,837,6
14,837,4
33,837,1
40,837,2
44,837,22
66,837,37
78,837,2
3,838,6
14,838,4
33,838,1
40,838,1
44,838,22
66,838,37
78,838,2
3,839,6
14,839,4
33,839,1
40,839,1
44,839,22
66,839,37
78,839,2
3,840,6
14,840,4
33,840,1
40,840,1
44,840,22
66,840,37
78,840,2
3,841,6
14,841,4
33,841,1
40,841,1
44,841,22
66,841,37
78,841,2
3,842,6
14,842,4
33,842,1
40,842,1
44,842,22
66,842,37
78,842,2
3,843,6
14,843,4
33,843,1
40,843,1
44,843,22
66,843,37
78,843,2
3,844,6
14,844,4
33,844,1
40,844,1
44,844,22
66,844,36
78,844,2
3,845,6
14,845,4
33,845,1
40,845,1
44,845,22
66,845,36
78,845,2
3,846,6
14,846,4
33,846,1
44,846,22
66,846,36
78,846,2
3,847,6
14,847,4
33,847,1
44,847,22
66,847,36
78,847,2
3,848,6
14,848,4
33,848,1
44,848,22
66,848,36
78,848,2
3,849,6
14,849,4
33,849,1
44,849,21
66,849,36
78,849,2
3,850,6
14,850,4
33,850,1
44,850,21
66,850,36
78,850,2
3,851,6
14,851,4
33,851,1
44,851,21
66,851,36
78,851,2
3,852,6
14,852,4
33,852,1
44,852,21
66,852,36
78,852,2
3,853,6
14,853,4
33,853,1
44,853,21
66,853,36
78,853,2
3,854,6
14,854,4
33,854,1
44,854,21
66,854,36
78,854,2
3,855,6
14,855,4
33,855,1
44,855,21
66,855,35
78,855,2
3,856,6
14,856,4
33,856,1
44,856,21
66,856,35
78,856,2
3,857,6
14,857,4
33,857,1
44,857,21
66,857,35
78,857,2
3,858,6
14,858,4
33,858,1
44,858,21
66,858,35
78,858,2
3,859,6
14,859,2
33,859,1
44,859,21
66,859,35
78,859,2
3,860,2
14,860,3
33,860,1
44,860,21
66,860,35
78,860,2
3,861,5
14,861,2
33,861,1
44,861,21
66,861,34
78,861,2
3,862,3
14,862,2
33,862,1
44,862,21
66,862,34
78,862,2
3,863,5
14,863,3
33,863,1
44,863,21
66,863,34
78,863,2
3,864,5
14,864,2
33,864,1
44,864,20
66,864,25
78,864,2
3,865,5
14,865,3
33,865,1
44,865,20
66,865,33
78,865,2
3,866,5
14,866,2
33,866,1
44,866,20
66,866,33
78,866,2
3,867,5
14,867,1
33,867,1
44,867,20
66,867,33
78,867,2
3,868,5
14,868,3
33,868,1
44,868,20
66,868,26
78,868,2
3,869,5
14,869,3
33,869,1
44,869,20
66,869,32
78,869,2
3,870,5
14,870,3
33,870,1
44,870,20
66,870,32
78,870,2
3,871,5
14,871,3
33,871,1
44,871,20
66,871,32
78,871,2
3,872,5
14,872,3
33,872,1
44,872,20
66,872,32
78,872,2
3,873,5
14,873,3
33,873,1
44,873,19
66,873,32
78,873,2
3,874,5
14,874,3
33,874,1
44,874,19
66,874,32
78,874,2
3,875,5
14,875,3
33,875,1
44,875,19
66,875,31
78,875,2
3,876,5
14,876,3
33,876,1
44,876,19
66,876,31
78,876,2
3,877,5
14,877,3
33,877,1
44,877,19
66,877,31
78,877,2
3,878,5
14,878,3
33,878,1
44,878,19
66,878,31
78,878,2
3,879,5
14,879,3
33,879,1
44,879,19
66,879,31
78,879,2
3,880,5
14,880,3
33,880,1
44,880,19
66,880,31
78,880,2
3,881,5
14,881,3
33,881,1
44,881,19
66,881,30
78,881,2
3,882,5
14,882,3
33,882,1
44,882,19
66,882,30
78,882,2
3,883,5
14,883,3
33,883,1
44,883,19
66,883,30
78,883,2
3,884,2
14,884,3
33,884,1
44,884,19
66,884,30
78,884,2
3,885,4
14,885,3
33,885,1
44,885,19
66,885,30
78,885,2
3,886,4
14,886,3
33,886,1
44,886,19
66,886,30
78,886,2
3,887,4
14,887,3
33,887,1
44,887,19
66,887,30
78,887,2
3,888,4
14,888,3
33,888,1
44,888,19
66,888,30
78,888,2
3,889,4
14,889,3
33,889,1
44,889,18
66,889,30
78,889,2
3,890,4
14,890,3
33,890,1
44,890,18
66,890,30
78,890,2
3,891,4
14,891,3
33,891,1
44,891,10
66,891,30
78,891,2
3,892,4
14,892,3
33,892,1
44,892,18
66,892,29
78,892,2
3,893,4
14,893,3
33,893,1
44,893,18
66,893,29
78,893,2
3,894,4
14,894,3
33,894,1
44,894,18
66,894,29
78,894,2
3,895,4
14,895,3
33,895,1
44,895,18
66,895,29
78,895,2
3,896,4
14,896,3
33,896,1
44,896,18
66,896,29
78,896,2
3,897,4
14,897,3
33,897,1
44,897,18
66,897,28
78,897,2
3,898,4
14,898,3
33,898,1
44,898,18
66,898,28
78,898,2
3,899,4
14,899,3
44,899,18
66,899,28
78,899,2
3,900,4
14,900,3
44,900,18
66,900,28
78,900,2
3,901,4
14,901,3
44,901,18
66,901,28
78,901,2
3,902,4
14,902,3
44,902,18
66,902,27
78,902,2
3,903,4
14,903,3
44,903,18
66,903,27
78,903,2
3,904,4
14,904,3
44,904,18
66,904,27
78,904,2
3,905,4
14,905,3
44,905,18
66,905,27
78,905,2
3,906,4
14,906,3
44,906,18
66,906,27
78,906,2
3,907,3
14,907,3
44,907,17
66,907,27
78,907,2
3,908,1
14,908,3
44,908,17
66,908,26
78,908,2
3,909,3
14,909,3
44,909,17
66,909,26
78,909,2
3,910,3
14,910,3
44,910,17
66,910,26
78,910,2
3,911,3
14,911,3
44,911,17
66,911,26
78,911,2
3,912,3
14,912,3
44,912,17
66,912,26
78,912,2
3,913,3
14,913,3
44,913,17
66,913,24
78,913,1
3,914,3
14,914,3
44,914,17
66,914,22
78,914,1
3,915,3
14,915,3
44,915,17
66,915,25
78,915,1
3,916,3
14,916,3
44,916,17
66,916,25
78,916,1
3,917,3
14,917,3
44,917,17
66,917,25
78,917,1
3,918,3
14,918,3
44,918,17
66,918,25
78,918,1
3,919,3
14,919,3
44,919,17
66,919,25
78,919,1
3,920,3
14,920,3
44,920,10
66,920,25
78,920,1
3,921,3
14,921,3
44,921,17
66,921,25
78,921,1
3,922,3
14,922,3
44,922,17
66,922,25
78,922,1
3,923,1
14,923,3
44,923,17
66,923,24
78,923,1
3,924,2
14,924,3
44,924,17
66,924,24
78,924,1
3,925,2
14,925,3
44,925,16
66,925,24
78,925,1
3,926,2
14,926,3
44,926,16
66,926,24
78,926,1
3,927,2
14,927,3
44,927,16
66,927,24
78,927,1
3,928,2
14,928,3
44,928,16
66,928,23
78,928,1
3,929,2
14,929,3
44,929,16
66,929,23
78,929,1
3,930,2
14,930,3
44,930,16
66,930,23
78,930,1
3,931,2
14,931,3
44,931,16
66,931,23
78,931,1
3,932,2
14,932,3
44,932,16
66,932,23
78,932,1
3,933,2
14,933,3
44,933,16
66,933,11
78,933,1
3,934,2
14,934,3
44,934,16
66,934,22
78,934,1
3,935,2
14,935,3
44,935,16
66,935,22
78,935,1
3,936,2
14,936,3
44,936,16
66,936,9
78,936,1
3,937,2
14,937,3
44,937,16
66,937,22
78,937,1
3,938,2
14,938,3
44,938,16
66,938,22
78,938,1
3,939,2
14,939,3
44,939,16
66,939,21
78,939,1
3,940,2
14,940,3
44,940,10
66,940,21
78,940,1
3,941,2
14,941,3
44,941,15
66,941,21
78,941,1
3,942,1
14,942,3
44,942,15
66,942,21
78,942,1
3,943,1
14,943,3
44,943,15
66,943,21
78,943,1
3,944,1
14,944,3
44,944,15
66,944,21
78,944,1
3,945,1
14,945,3
44,945,15
66,945,21
78,945,1
3,946,1
14,946,3
44,946,15
66,946,21
78,946,1
3,947,1
14,947,3
44,947,15
66,947,21
78,947,1
3,948,1
14,948,3
44,948,15
66,948,21
78,948,1
3,949,1
14,949,3
44,949,15
66,949,20
78,949,1
3,950,1
14,950,3
44,950,15
66,950,20
78,950,1
3,951,1
14,951,3
44,951,15
66,951,20
78,951,1
3,952,1
14,952,3
44,952,15
66,952,20
78,952,1
3,953,1
14,953,3
44,953,15
66,953,20
78,953,1
3,954,1
14,954,3
44,954,15
66,954,20
78,954,1
3,955,1
14,955,3
44,955,15
66,955,18
78,955,1
3,956,1
14,956,3
44,956,15
66,956,19
78,956,1
3,957,1
14,957,3
44,957,15
66,957,19
78,957,1
3,958,1
14,958,3
44,958,15
66,958,19
78,958,1
14,959,3
44,959,15
66,959,19
78,959,1
14,960,3
44,960,15
66,960,17
78,960,1
14,961,3
44,961,15
66,961,18
78,961,1
14,962,3
44,962,15
66,962,18
78,962,1
14,963,3
44,963,15
66,963,18
78,963,1
14,964,3
44,964,15
66,964,18
78,964,1
14,965,3
44,965,15
66,965,18
78,965,1
14,966,3
44,966,15
66,966,18
78,966,1
14,967,3
44,967,14
66,967,15
78,967,1
14,968,1
44,968,14
66,968,17
78,968,1
14,969,3
44,969,14
66,969,17
78,969,1
14,970,3
44,970,14
66,970,17
78,970,1
14,971,3
44,971,14
66,971,17
78,971,1
14,972,3
44,972,14
66,972,16
78,972,1
14,973,3
44,973,14
66,973,16
78,973,1
14,974,3
44,974,14
66,974,16
78,974,1
14,975,3
44,975,14
66,975,16
78,975,1
14,976,1
44,976,14
66,976,16
78,976,1
14,977,1
44,977,14
66,977,16
78,977,1
14,978,1
44,978,14
66,978,16
78,978,1
14,979,1
44,979,14
66,979,15
78,979,1
14,980,2
44,980,14
66,980,15
78,980,1
14,981,2
44,981,13
66,981,15
78,981,1
14,982,2
44,982,13
66,982,15
78,982,1
14,983,2
44,983,13
66,983,15
78,983,1
14,984,2
44,984,13
66,984,15
78,984,1
14,985,2
44,985,13
66,985,15
78,985,1
14,986,2
44,986,13
66,986,14
78,986,1
14,987,2
44,987,13
66,987,14
78,987,1
14,988,2
44,988,13
66,988,14
78,988,1
14,989,2
44,989,13
66,989,14
78,989,1
14,990,2
44,990,13
66,990,14
78,990,1
14,991,2
44,991,13
66,991,14
78,991,1
14,992,2
44,992,13
66,992,14
78,992,1
14,993,2
44,993,13
66,993,13
78,993,1
14,994,2
44,994,13
66,994,13
78,994,1
14,995,2
44,995,13
66,995,13
78,995,1
14,996,2
44,996,13
66,996,13
78,996,1
14,997,2
44,997,13
66,997,13
78,997,1
14,998,2
44,998,13
66,998,13
78,998,1
14,999,2
44,999,13
66,999,13
78,999,1
14,1000,2
44,1000,13
66,1000,12
78,1000,1
14,1001,2
44,1001,13
66,1001,5
78,1001,1
14,1002,2
44,1002,13
66,1002,11
78,1002,1
14,1003,2
44,1003,10
66,1003,11
78,1003,1
14,1004,2
44,1004,12
66,1004,11
78,1004,1
14,1005,2
44,1005,12
66,1005,11
78,1005,1
14,1006,2
44,1006,12
66,1006,11
78,1006,1
14,1007,2
44,1007,12
66,1007,10
78,1007,1
14,1008,2
44,1008,12
66,1008,10
78,1008,1
14,1009,2
44,1009,12
66,1009,10
78,1009,1
14,1010,2
44,1010,12
66,1010,10
78,1010,1
14,1011,2
44,1011,12
66,1011,10
78,1011,1
14,1012,2
44,1012,12
66,1012,10
78,1012,1
14,1013,2
44,1013,12
66,1013,10
78,1013,1
14,1014,2
44,1014,12
66,1014,9
78,1014,1
14,1015,2
44,1015,12
66,1015,7
78,1015,1
14,1016,2
44,1016,12
66,1016,8
78,1016,1
14,1017,2
44,1017,12
66,1017,8
78,1017,1
14,1018,2
44,1018,12
66,1018,8
78,1018,1
14,1019,2
44,1019,11
66,1019,2
78,1019,1
14,1020,2
44,1020,11
66,1020,2
78,1020,1
14,1021,2
44,1021,11
66,1021,6
78,1021,1
14,1022,2
44,1022,11
66,1022,7
78,1022,1
14,1023,2
44,1023,11
66,1023,7
78,1023,1
14,1024,2
44,1024,11
66,1024,7
78,1024,1
14,1025,2
44,1025,11
66,1025,7
78,1025,1
14,1026,2
44,1026,11
66,1026,7
78,1026,1
14,1027,2
44,1027,11
66,1027,6
78,1027,1
14,1028,2
44,1028,11
66,1028,6
78,1028,1
14,1029,2
44,1029,11
66,1029,6
78,1029,1
14,1030,2
44,1030,11
66,1030,6
78,1030,1
14,1031,2
44,1031,11
66,1031,6
78,1031,1
14,1032,2
44,1032,11
66,1032,6
78,1032,1
14,1033,2
44,1033,11
66,1033,3
78,1033,1
14,1034,2
44,1034,11
66,1034,5
78,1034,1
14,1035,2
44,1035,11
66,1035,5
78,1035,1
14,1036,2
44,1036,11
66,1036,4
78,1036,1
14,1037,2
44,1037,11
66,1037,4
78,1037,1
14,1038,2
44,1038,11
66,1038,4
78,1038,1
14,1039,2
44,1039,11
66,1039,4
78,1039,1
14,1040,2
44,1040,11
66,1040,4
78,1040,1
14,1041,2
44,1041,11
66,1041,4
78,1041,1
14,1042,2
44,1042,11
66,1042,4
78,1042,1
14,1043,2
44,1043,10
66,1043,4
78,1043,1
14,1044,2
44,1044,10
66,1044,3
78,1044,1
14,1045,2
44,1045,10
66,1045,2
78,1045,1
14,1046,2
44,1046,10
66,1046,2
78,1046,1
14,1047,2
44,1047,10
66,1047,2
78,1047,1
14,1048,2
44,1048,10
66,1048,2
78,1048,1
14,1049,2
44,1049,10
66,1049,2
78,1049,1
14,1050,2
44,1050,10
66,1050,2
78,1050,1
14,1051,2
44,1051,10
66,1051,1
78,1051,1
14,1052,2
44,1052,10
66,1052,1
78,1052,1
14,1053,2
44,1053,10
66,1053,1
78,1053,1
14,1054,2
44,1054,10
66,1054,1
78,1054,1
14,1055,2
44,1055,10
66,1055,1
78,1055,1
14,1056,2
44,1056,10
66,1056,1
78,1056,1
14,1057,2
44,1057,10
78,1057,1
14,1058,2
44,1058,10
78,1058,1
14,1059,2
44,1059,10
78,1059,1
14,1060,2
44,1060,10
78,1060,1
14,1061,2
44,1061,10
78,1061,1
14,1062,2
44,1062,10
78,1062,1
14,1063,2
44,1063,10
78,1063,1
14,1064,2
44,1064,9
78,1064,1
14,1065,2
44,1065,9
78,1065,1
14,1066,2
44,1066,9
78,1066,1
14,1067,2
44,1067,9
78,1067,1
14,1068,2
44,1068,9
78,1068,1
14,1069,2
44,1069,9
78,1069,1
14,1070,2
44,1070,9
78,1070,1
14,1071,2
44,1071,9
78,1071,1
14,1072,2
44,1072,9
78,1072,1
14,1073,2
44,1073,9
78,1073,1
14,1074,2
44,1074,9
78,1074,1
14,1075,2
44,1075,9
78,1075,1
14,1076,2
44,1076,9
78,1076,1
14,1077,2
44,1077,9
78,1077,1
14,1078,2
44,1078,9
78,1078,1
14,1079,2
44,1079,5
78,1079,1
14,1080,2
44,1080,8
78,1080,1
14,1081,2
44,1081,8
78,1081,1
14,1082,2
44,1082,8
78,1082,1
14,1083,2
44,1083,8
78,1083,1
14,1084,2
44,1084,8
78,1084,1
14,1085,2
44,1085,8
78,1085,1
14,1086,2
44,1086,8
78,1086,1
14,1087,2
44,1087,8
78,1087,1
14,1088,2
44,1088,8
78,1088,1
14,1089,2
44,1089,8
78,1089,1
14,1090,1
44,1090,8
78,1090,1
14,1091,1
44,1091,8
78,1091,1
14,1092,1
44,1092,8
78,1092,1
14,1093,1
44,1093,8
78,1093,1
14,1094,1
44,1094,8
78,1094,1
14,1095,1
44,1095,8
78,1095,1
14,1096,1
44,1096,8
78,1096,1
14,1097,1
44,1097,5
78,1097,1
14,1098,1
44,1098,7
78,1098,1
14,1099,1
44,1099,7
78,1099,1
14,1100,1
44,1100,7
78,1100,1
14,1101,1
44,1101,7
78,1101,1
14,1102,1
44,1102,7
78,1102,1
14,1103,1
44,1103,7
78,1103,1
14,1104,1
44,1104,7
78,1104,1
14,1105,1
44,1105,7
78,1105,1
14,1106,1
44,1106,7
78,1106,1
14,1107,1
44,1107,7
78,1107,1
14,1108,1
44,1108,7
78,1108,1
14,1109,1
44,1109,7
78,1109,1
14,1110,1
44,1110,7
78,1110,1
14,1111,1
44,1111,7
78,1111,1
14,1112,1
44,1112,7
78,1112,1
14,1113,1
44,1113,7
78,1113,1
14,1114,1
44,1114,7
78,1114,1
14,1115,1
44,1115,7
78,1115,1
14,1116,1
44,1116,7
78,1116,1
14,1117,1
44,1117,7
78,1117,1
14,1118,1
44,1118,7
78,1118,1
14,1119,1
44,1119,7
78,1119,1
14,1120,1
44,1120,7
78,1120,1
14,1121,1
44,1121,7
78,1121,1
14,1122,1
44,1122,7
78,1122,1
14,1123,1
44,1123,7
78,1123,1
14,1124,1
44,1124,7
78,1124,1
14,1125,1
44,1125,7
78,1125,1
14,1126,1
44,1126,7
78,1126,1
14,1127,1
44,1127,7
78,1127,1
14,1128,1
44,1128,7
78,1128,1
14,1129,1
44,1129,7
78,1129,1
14,1130,1
44,1130,6
78,1130,1
14,1131,1
44,1131,6
78,1131,1
14,1132,1
44,1132,6
78,1132,1
14,1133,1
44,1133,6
78,1133,1
14,1134,1
44,1134,6
78,1134,1
14,1135,1
44,1135,6
78,1135,1
14,1136,1
44,1136,6
78,1136,1
14,1137,1
44,1137,6
78,1137,1
14,1138,1
44,1138,6
78,1138,1
14,1139,1
44,1139,6
78,1139,1
14,1140,1
44,1140,6
78,1140,1
14,1141,1
44,1141,6
78,1141,1
14,1142,1
44,1142,6
78,1142,1
14,1143,1
44,1143,6
78,1143,1
14,1144,1
44,1144,6
78,1144,1
14,1145,1
44,1145,6
78,1145,1
14,1146,1
44,1146,6
78,1146,1
14,1147,1
44,1147,6
78,1147,1
14,1148,1
44,1148,6
78,1148,1
14,1149,1
44,1149,6
78,1149,1
14,1150,1
44,1150,6
78,1150,1
14,1151,1
44,1151,6
78,1151,1
14,1152,1
44,1152,6
78,1152,1
14,1153,1
44,1153,6
78,1153,1
14,1154,1
44,1154,6
78,1154,1
14,1155,1
44,1155,6
78,1155,1
14,1156,1
44,1156,6
78,1156,1
14,1157,1
44,1157,6
78,1157,1
14,1158,1
44,1158,5
78,1158,1
14,1159,1
44,1159,5
78,1159,1
14,1160,1
44,1160,5
78,1160,1
14,1161,1
44,1161,5
78,1161,1
14,1162,1
44,1162,5
78,1162,1
14,1163,1
44,1163,5
78,1163,1
14,1164,1
44,1164,5
78,1164,1
14,1165,1
44,1165,5
78,1165,1
14,1166,1
44,1166,5
78,1166,1
14,1167,1
44,1167,5
78,1167,1
14,1168,1
44,1168,5
78,1168,1
14,1169,1
44,1169,5
78,1169,1
14,1170,1
44,1170,5
78,1170,1
14,1171,1
44,1171,5
78,1171,1
14,1172,1
44,1172,5
78,1172,1
14,1173,1
44,1173,5
14,1174,1
44,1174,5
14,1175,1
44,1175,5
14,1176,1
44,1176,5
14,1177,1
44,1177,5
14,1178,1
44,1178,5
14,1179,1
44,1179,5
14,1180,1
44,1180,5
14,1181,1
44,1181,5
14,1182,1
44,1182,4
14,1183,1
44,1183,4
14,1184,1
44,1184,4
14,1185,1
44,1185,4
14,1186,1
44,1186,4
14,1187,1
44,1187,4
14,1188,1
44,1188,4
14,1189,1
44,1189,4
14,1190,1
44,1190,4
14,1191,1
44,1191,4
14,1192,1
44,1192,4
14,1193,1
44,1193,4
14,1194,1
44,1194,4
14,1195,1
44,1195,4
14,1196,1
44,1196,4
14,1197,1
44,1197,4
14,1198,1
44,1198,4
14,1199,1
44,1199,4
14,1200,1
44,1200,4
14,1201,1
44,1201,4
14,1202,1
44,1202,4
14,1203,1
44,1203,4
14,1204,1
44,1204,4
14,1205,1
44,1205,4
14,1206,1
44,1206,4
14,1207,1
44,1207,4
14,1208,1
44,1208,4
14,1209,1
44,1209,4
14,1210,1
44,1210,4
14,1211,1
44,1211,4
14,1212,1
44,1212,4
14,1213,1
44,1213,4
14,1214,1
44,1214,4
14,1215,1
44,1215,2
14,1216,1
44,1216,3
14,1217,1
44,1217,3
14,1218,1
44,1218,2
14,1219,1
44,1219,3
14,1220,1
44,1220,3
14,1221,1
44,1221,3
14,1222,1
44,1222,3
14,1223,1
44,1223,3
14,1224,1
44,1224,3
14,1225,1
44,1225,3
14,1226,1
44,1226,3
14,1227,1
44,1227,3
14,1228,1
44,1228,3
14,1229,1
44,1229,3
14,1230,1
44,1230,3
14,1231,1
44,1231,3
14,1232,1
44,1232,3
14,1233,1
44,1233,3
14,1234,1
44,1234,3
14,1235,1
44,1235,3
14,1236,1
44,1236,3
14,1237,1
44,1237,3
14,1238,1
44,1238,3
14,1239,1
44,1239,1
14,1240,1
44,1240,1
14,1241,1
44,1241,2
14,1242,1
44,1242,2
14,1243,1
44,1243,1
14,1244,1
44,1244,2
14,1245,1
44,1245,2
14,1246,1
44,1246,2
14,1247,1
44,1247,2
14,1248,1
44,1248,2
14,1249,1
44,1249,2
14,1250,1
44,1250,2
14,1251,1
44,1251,2
14,1252,1
44,1252,2
14,1253,1
44,1253,2
14,1254,1
44,1254,2
14,1255,1
44,1255,2
14,1256,1
44,1256,2
14,1257,1
44,1257,2
14,1258,1
44,1258,2
14,1259,1
44,1259,2
14,1260,1
44,1260,2
14,1261,1
44,1261,2
44,1262,2
44,1263,2
44,1264,2
44,1265,2
44,1266,2
44,1267,2
44,1268,2
44,1269,2
44,1270,2
44,1271,2
44,1272,2
44,1273,2
44,1274,2
44,1275,2
44,1276,2
44,1277,1
44,1278,1
44,1279,1
44,1280,1
44,1281,1
44,1282,1
44,1283,1
44,1284,1
44,1285,1
44,1286,1
44,1287,1
44,1288,1
44,1289,1
44,1290,1
44,1291,1
44,1292,1
44,1293,1
44,1294,1
44,1295,1
44,1296,1
44,1297,1
44,1298,1
44,1299,1
44,1300,1
44,1301,1
44,1302,1
44,1303,1
44,1304,1
44,1305,1
44,1306,1
44,1307,1
44,1308,1
44,1309,1
44,1310,1
44,1311,1
44,1312,1
44,1313,1
44,1314,1
44,1315,1
44,1316,1
44,1317,1
44,1318,1
44,1319,1
44,1320,1
44,1321,1
44,1322,1
44,1323,1
44,1324,1
44,1325,1
44,1326,1
44,1327,1
44,1328,1
44,1329,1
44,1330,1
44,1331,1
44,1332,1
44,1333,1
44,1334,1
44,1335,1
44,1336,1
44,1337,1
44,1338,1
44,1339,1
44,1340,1
44,1341,1
44,1342,1
44,1343,1
44,1344,1
999,1,22174
999,2,18302
999,3,16509
999,4,14490
999,5,13872
999,6,12415
999,7,11681
999,8,11577
999,9,10395
999,10,10220
999,11,9429
999,12,9739
999,13,9251
999,14,9128
999,15,8546
999,16,8440
999,17,8052
999,18,7979
999,19,7537
999,20,7302
999,21,7111
999,22,7312
999,23,6981
999,24,6818
999,25,6486
999,26,6262
999,27,6229
999,28,6309
999,29,5929
999,30,6157
999,31,6193
999,32,5503
999,33,5729
999,34,5676
999,35,5785
999,36,5492
999,37,5422
999,38,5518
999,39,5357
999,40,5197
999,41,5232
999,42,5200
999,43,5046
999,44,5060
999,45,4841
999,46,4671
999,47,4814
999,48,4506
999,49,4678
999,50,4678
999,51,4662
999,52,4370
999,53,4467
999,54,4517
999,55,4433
999,56,4167
999,57,4180
999,58,4202
999,59,4052
999,60,4344
999,61,4221
999,62,4230
999,63,4012
999,64,4150
999,65,3999
999,66,3809
999,67,4014
999,68,4012
999,69,3653
999,70,3812
999,71,3668
999,72,3821
999,73,3679
999,74,3480
999,75,3533
999,76,3712
999,77,3641
999,78,3452
999,79,3620
999,80,3597
999,81,3362
999,82,3425
999,83,3348
999,84,3458
999,85,3466
999,86,3411
999,87,3450
999,88,3295
999,89,3220
999,90,3187
999,91,3365
999,92,3137
999,93,2958
999,94,2953
999,95,3128
999,96,2942
999,97,3167
999,98,2882
999,99,2920
999,100,2925
999,101,3095
999,102,3165
999,103,2791
999,104,2895
999,105,3016
999,106,2868
999,107,2824
999,108,2626
999,109,2856
999,110,2975
999,111,3005
999,112,2868
999,113,2744
999,114,2639
999,115,2898
999,116,2664
999,117,2702
999,118,2660
999,119,2677
999,120,2832
999,121,2723
999,122,2737
999,123,2753
999,124,2765
999,125,2495
999,126,2667
999,127,2744
999,128,2553
999,129,2522
999,130,2555
999,131,2515
999,132,2569
999,133,2673
999,134,2476
999,135,2578
999,136,2639
999,137,2475
999,138,2435
999,139,2479
999,140,2534
999,141,2458
999,142,2490
999,143,2391
999,144,2339
999,145,2417
999,146,2425
999,147,2387
999,148,2318
999,149,2334
999,150,2360
999,151,2375
999,152,2250
999,153,2361
999,154,2276
999,155,2130
999,156,2196
999,157,2219
999,158,2339
999,159,2280
999,160,2188
999,161,2311
999,162,2219
999,163,2134
999,164,2158
999,165,2061
999,166,2163
999,167,2108
999,168,2170
999,169,2187
999,170,2091
999,171,2074
999,172,2015
999,173,1998
999,174,1937
999,175,1966
999,176,1953
999,177,2048
999,178,1884
999,179,1910
999,180,1927
999,181,2064
999,182,1942
999,183,1926
999,184,1799
999,185,1708
999,186,1786
999,187,1855
999,188,1879
999,189,1837
999,190,1834
999,191,1842
999,192,1812
999,193,1852
999,194,1917
999,195,1784
999,196,1704
999,197,1875
999,198,1716
999,199,1691
999,200,1777
999,201,1728
999,202,1810
999,203,1843
999,204,1802
999,205,1646
999,206,1656
999,207,1682
999,208,1711
999,209,1639
999,210,1710
999,211,1649
999,212,1748
999,213,1696
999,214,1710
999,215,1727
999,216,1582
999,217,1545
999,218,1655
999,219,1673
999,220,1556
999,221,1621
999,222,1513
999,223,1616
999,224,1427
999,225,1572
999,226,1546
999,227,1470
999,228,1590
999,229,1532
999,230,1617
999,231,1500
999,232,1436
999,233,1488
999,234,1416
999,235,1463
999,236,1567
999,237,1534
999,238,1445
999,239,1387
999,240,1528
999,241,1379
999,242,1480
999,243,1417
999,244,1449
999,245,1401
999,246,1353
999,247,1486
999,248,1474
999,249,1402
999,250,1348
999,251,1333
999,252,1441
999,253,1352
999,254,1404
999,255,1312
999,256,1276
999,257,1376
999,258,1373
999,259,1330
999,260,1324
999,261,1321
999,262,1349
999,263,1296
999,264,1292
999,265,1345
999,266,1267
999,267,1239
999,268,1293
999,269,1228
999,270,1254
999,271,1216
999,272,1178
999,273,1180
999,274,1195
999,275,1180
999,276,1182
999,277,1172
999,278,1172
999,279,1173
999,280,1168
999,281,1164
999,282,1155
999,283,1144
999,284,1156
999,285,1155
999,286,1142
999,287,1128
999,288,1133
999,289,1129
999,290,1129
999,291,1129
999,292,1113
999,293,1123
999,294,1107
999,295,1104
999,296,1094
999,297,1112
999,298,1066
999,299,1092
999,300,1079
999,301,1089
999,302,1085
999,303,1074
999,304,1086
999,305,1081
999,306,1069
999,307,1073
999,308,1077
999,309,1072
999,310,1049
999,311,1070
999,312,1034
999,313,1062
999,314,1056
999,315,1054
999,316,1049
999,317,1042
999,318,1048
999,319,1035
999,320,1027
999,321,1015
999,322,1018
999,323,1032
999,324,1028
999,325,1027
999,326,1026
999,327,979
999,328,1017
999,329,1001
999,330,1010
999,331,998
999,332,1001
999,333,990
999,334,996
999,335,992
999,336,980
999,337,975
999,338,978
999,339,963
999,340,932
999,341,965
999,342,946
999,343,921
999,344,888
999,345,945
999,346,946
999,347,928
999,348,907
999,349,911
999,350,909
999,351,917
999,352,914
999,353,906
999,354,901
999,355,899
999,356,885
999,357,897
999,358,889
999,359,891
999,360,888
999,361,829
999,362,840
999,363,863
999,364,873
999,365,867
999,366,868
999,367,861
999,368,857
999,369,857
999,370,844
999,371,841
999,372,843
999,373,842
999,374,823
999,375,829
999,376,816
999,377,806
999,378,827
999,379,821
999,380,820
999,381,817
999,382,816
999,383,749
999,384,807
999,385,739
999,386,801
999,387,794
